cip6,soc6,naics6
52.1908,41-9022,531210
NA,33-2011,NA
52.1401,Nov-31,NA
42.0101,22-Nov,531390
9.01,13-1151,562111
9.0102,43-6011,NA
52.0201,43-4111,622110
31.0501,43-1011,621111
52.1401,21-Nov,NA
52.1401,22-Nov,813211
NA,43-1011,531110
14.0101,49-9071,238990
50.0702,53-7062,NA
52.1401,13-1161,453210
9.0903,11-Nov,NA
52.0213,27-3091,611210
52.0201,29-2098,621111
16.0905,51-1011,611310
9.01,11-1011,NA
45.0601,13-1161,NA
50.0501,27-2011,NA
42.0101,15-1232,445110
14.0903,15-1256,NA
11.0701,15-1211,323117
50.0401,27-1029,NA
NA,25-3097,611110
26.0101,35-3031,722310
9.0903,43-6014,611310
14.0101,17-2141,NA
14.0501,19-4099,NA
51.3801,Nov-98,524114
9.01,31-9099,621610
52.0701,11-1021,NA
52.0301,43-3031,522292
9.01,41-9022,531190
9.01,41-1012,NA
26.1501,19-4061,611310
19.0701,43-6014,541611
9.0907,27-3031,813319
25.0101,15-1211,518210
44.0501,33-9021,NA
52.0101,43-6014,531210
42.0101,99-9999,NA
9.0401,27-3041,NA
45.0601,41-4012,541511
52.1401,Nov-31,813910
11.0701,15-1256,541512
51.3801,29-1141,NA
23.0101,21-1021,NA
26.0101,15-1232,NA
9.01,21-Nov,NA
NA,41-1011,621999
23.0101,43-9081,711310
26.0202,19-4099,NA
44.0501,41-9011,NA
11.0701,15-1251,NA
52.1401,43-6014,446130
23.0101,27-3041,NA
45.0601,19-4061,NA
11.0701,99-9999,NA
19.0504,27-3031,541211
19.0504,29-1031,921190
14.1001,15-1257,541519
27.0101,25-2031,NA
19.0504,25-2021,611110
52.0201,15-1211,NA
23.0101,29-2041,622110
NA,29-2018,NA
52.0101,99-9999,NA
45.0201,19-4021,541511
9.0402,21-Nov,NA
14.0801,55-9999,928110
NA,17-2171,541330
52.0201,11-1011,NA
19.0504,43-6013,NA
26.0101,13-1161,NA
51.2207,21-1022,923120
11.0101,22-Nov,NA
52.0801,25-3031,611110
52.0213,43-9061,NA
52.0201,Nov-51,512131
51.1501,11-1011,NA
9.01,99-9999,NA
45.1101,13-1111,NA
50.0501,99-9999,NA
50.0701,13-2053,524210
52.0801,25-9045,611310
45.0601,13-1111,551112
52.0201,41-1012,NA
14.0801,43-9061,926120
NA,21-Nov,518210
51.0203,43-6014,NA
9.0903,43-4081,562111
23.0101,27-3042,NA
9.01,27-2042,NA
42.0101,11-1011,NA
NA,19-4051,NA
14.0101,25-9044,611310
1.0103,35-3031,NA
44.0701,21-1093,NA
9.0402,27-3031,NA
19.0504,13-1161,NA
9.0701,15-1256,NA
52.0201,11-1021,NA
11.0701,15-1256,541511
52.0201,41-1011,448310
42.0101,33-3021,NA
40.0501,29-1228,NA
45.0201,15-1232,611210
26.0101,43-3031,NA
52.0201,11-1021,NA
9.0701,25-1099,NA
9.0401,43-9199,541191
26.0101,35-3031,722511
45.1001,15-1257,NA
52.0201,47-4011,NA
45.0601,41-4012,541618
52.0201,11-Nov,622110
52.0201,27-1024,312140
26.0102,11-1021,NA
24.0101,27-1024,NA
25.0101,11-Nov,541330
14.0501,15-1232,541512
51.3801,29-1141,NA
45.1001,Nov-31,NA
54.0101,13-1121,NA
31.0501,27-2022,611310
9.01,39-9011,722511
3.0104,17-2081,NA
52.1401,41-3091,522220
42.0101,Nov-31,721191
11.0101,15-1232,926120
51.3801,29-1141,NA
9.01,99-9999,NA
52.1902,13-1028,448190
52.0101,13-1111,NA
14.1901,17-2071,541512
52.1001,41-3031,NA
NA,Nov-31,522292
9.0903,27-3099,NA
42.0101,13-1151,611610
54.0101,99-9999,812990
NA,Nov-31,NA
13.0101,13-1028,NA
51.3801,29-1141,NA
52.0801,Nov-31,NA
50.0908,43-1011,531210
42.0101,35-2014,NA
9.0903,21-Nov,NA
50.0401,17-2051,NA
14.0701,35-2014,512131
22.0001,99-9999,NA
31.0508,11-1011,NA
45.0201,43-6011,624410
NA,11-1021,NA
NA,43-4071,NA
45.0601,99-9999,611310
27.0101,43-1011,443142
9.0701,27-1024,512110
14.1001,25-9045,611310
45.1001,13-2082,813319
NA,43-6014,NA
14.1001,17-2061,611699
54.0101,21-1093,NA
NA,27-2042,NA
50.0407,43-6014,541310
51.3801,29-1141,NA
1,31-9096,541940
11.0701,99-9999,NA
52.0203,15-2031,448310
52.0701,29-1228,NA
14.0401,47-2111,238210
19.0101,Nov-98,NA
31.0501,25-1099,NA
14.0501,19-4099,NA
52.1902,13-1198,NA
11.0701,15-1256,NA
14.0501,21-Nov,NA
NA,23-2011,NA
9.0903,11-1021,NA
51.1201,45-2092,237310
NA,Nov-51,NA
50.0401,27-1025,541310
51.3801,29-2053,622110
9.0102,31-1131,NA
NA,15-1244,611310
NA,15-1256,541511
52.0301,13-2011,NA
52.0201,99-9999,445110
9.0903,27-4021,NA
14.1901,17-2112,423430
52.1401,21-Nov,511210
NA,43-4051,562111
19.0504,21-1023,622210
45.1101,21-1093,624221
30,31-9011,621310
9.01,27-3031,541330
52.0301,43-3031,541211
52.0801,13-1121,454390
52.0301,13-2011,221210
52.0101,13-1161,541511
54.0101,43-3031,541110
50.0702,27-3031,451211
45.0201,25-9045,NA
42.0101,13-1198,NA
4.0201,17-1012,541320
9.0902,29-1292,NA
52.0301,51-9111,334418
52.0804,99-9999,624410
14.0501,19-4099,611310
11.0701,33-3051,611210
14.0101,17-2011,NA
52.0201,27-1025,453110
42.0101,99-9999,NA
50.0702,43-6014,522292
NA,21-1093,813319
51.3801,25-9045,611210
NA,15-1211,NA
52.0201,25-1099,611110
NA,17-2111,621493
NA,17-2071,237310
54.0101,41-4012,NA
19.0701,99-9999,NA
13.0101,39-9011,NA
52.1401,27-3031,611699
42.0101,51-9032,922140
24.0102,41-9011,NA
45.0601,13-1111,NA
9.0903,13-1161,519110
42.0101,43-1011,621310
9.0902,43-6014,484220
24.0101,21-1093,NA
52.0301,13-2011,NA
45.0601,51-9198,333318
14.1901,17-3026,926120
27.0101,11-1011,NA
NA,99-9999,541410
9.01,27-4011,515120
9.0903,13-1161,NA
30,13-2072,522310
51.3801,29-1141,NA
4.0201,29-1181,621999
51.2207,25-1099,NA
45.1001,43-6014,NA
9.0401,41-9011,611310
31.0501,11-Nov,NA
24.0102,43-4051,336310
31.0501,21-1093,NA
52.0201,41-9022,531210
23.0101,27-3031,448310
9.0903,27-3031,711410
45.0701,15-1299,NA
52.0201,Nov-98,NA
50.0703,15-1232,611310
19.0701,31-9092,611310
NA,25-3031,611110
14.1001,17-2071,334519
51.2308,31-2021,NA
52.0201,13-2011,531110
42.0101,Nov-51,NA
50.0301,11-1011,NA
52.0213,13-1198,812990
44.0701,25-9045,NA
42.0101,11-1011,NA
52.0301,13-2011,NA
52.0201,99-9999,813312
NA,25-1099,611210
45.0601,27-2012,NA
11.0701,17-2112,541511
45.1101,43-4131,NA
24.0101,Nov-41,NA
46,17-2199,237310
11.0701,15-1257,541810
14.0801,13-1198,541330
9.0701,27-2012,NA
9.0903,11-1011,NA
14.1001,Nov-98,711310
50.0401,27-1024,541870
11.0101,15-1232,541511
9.01,43-3011,NA
51.3801,29-1141,NA
45.1101,43-4081,NA
27.0101,13-2053,524126
9.0701,13-1071,111150
NA,11-1011,NA
NA,15-1244,624120
9.0102,41-3091,541990
54.0101,Nov-31,522130
26.0101,27-3023,611310
31.0501,43-6014,611310
50.0301,27-2012,712120
11.0701,15-1256,NA
50.0401,35-1012,722511
11.0701,15-1257,NA
25.0101,15-1232,NA
13.0101,11-1021,NA
NA,41-3091,541990
45.1101,13-1151,511210
NA,43-1011,NA
52.0201,27-3031,423490
45.0701,15-1257,NA
9.01,27-4031,515120
14.1901,17-2199,NA
19.0701,21-Nov,541511
42.0101,25-3097,NA
23.0101,43-1011,NA
43.01,33-3021,NA
52.0201,13-2011,NA
9.01,21-1018,621498
31.0501,41-9022,531210
NA,43-4131,NA
27.0101,11-1011,NA
45.0901,41-9022,NA
9.01,27-1024,NA
9.0902,27-3031,611310
42.0101,39-9041,624120
NA,41-2031,448310
11.0701,15-1256,541511
43.01,21-1021,NA
50.0605,43-6014,524291
NA,27-1024,NA
42.0101,41-2031,722511
9.0102,27-2022,611110
NA,11-1011,722410
NA,21-1012,611310
14.1901,17-2112,423430
45.0601,13-1071,NA
45.1001,13-1031,524210
45.0601,41-4011,NA
44.0701,Nov-51,624310
19.0701,35-3031,722511
11.0101,15-1251,NA
52.0201,27-3031,NA
44.0701,21-1012,NA
NA,43-1011,236210
9.0903,43-4051,541810
50.0703,19-4099,611310
40.0801,19-4099,611310
52.1401,13-1198,NA
52.1902,Nov-98,448150
14.1001,15-1244,541512
52.0213,23-2011,541110
50.0601,35-3031,NA
9.01,41-9041,NA
9.01,43-4081,NA
NA,25-9045,NA
NA,53-3033,NA
27.0301,11-1011,NA
43.01,15-1257,NA
52.0213,22-Nov,NA
51.2207,39-9031,541320
42.0101,13-1111,813410
42.0101,43-9061,NA
43.0102,15-1212,NA
9.0903,27-3031,NA
50.0501,21-1012,NA
14.0401,17-2051,541330
NA,25-2031,611110
9.0102,53-3033,424420
NA,29-2056,NA
38.0101,51-6064,NA
NA,27-4012,NA
52.1902,51-1011,NA
24.0102,99-9999,448310
24.0101,13-1151,812990
NA,43-4051,NA
52.0201,43-4051,NA
52.0201,11-1011,NA
9.01,99-9999,711510
52.2001,15-1232,541618
31.0501,43-4051,722513
5.0203,41-4012,NA
NA,43-6013,NA
NA,43-4051,424420
9.0701,Nov-51,NA
26.1302,53-3058,NA
52.0201,43-4161,926120
23.0101,13-1161,561612
5.0123,43-1011,NA
11.0701,15-1256,NA
31.0501,27-2022,611310
51.3801,29-1141,NA
NA,99-9999,NA
42.0101,21-1021,NA
43.01,99-9999,NA
42.0101,21-1093,NA
31.0501,15-1232,812990
50.0703,41-9022,531210
52.1401,13-1071,921190
42.0101,13-1041,541990
52.1101,Nov-98,611310
14.1001,17-2071,334118
3.0103,15-1299,237990
14.1901,17-2141,423430
9.0902,13-1121,812990
52.1401,41-2031,711212
52.1401,27-3023,NA
52.0201,13-1161,531210
9.0701,27-3041,NA
9.01,39-5091,NA
52.0101,43-1011,442299
9.0903,35-3031,722511
30.2001,41-2031,NA
52.1401,Nov-31,NA
9.0401,43-3031,611310
9.0701,43-6014,611310
50.0702,27-1014,NA
NA,11-1011,NA
52.0101,13-1071,611310
30.4101,13-1041,NA
45.0901,Nov-31,541720
44.0701,99-9999,611710
26.0202,19-2031,NA
52.0101,Nov-31,NA
9.0903,43-4051,541810
9.01,27-3031,621210
11.0701,15-1251,423430
3.0104,55-9999,928110
52.1401,13-1161,NA
14.0801,17-2199,541330
NA,39-1098,NA
14.0701,17-2112,331410
52.2001,11-1021,532412
NA,27-1011,NA
52.1401,11-Nov,NA
43.01,33-3051,921190
45.0601,11-1021,NA
31.0501,51-9082,339112
9.0902,17-2071,541990
45.0701,29-2056,NA
9.0102,13-1121,NA
52.0101,13-1111,541519
9.01,27-3031,NA
16.0501,13-1071,NA
9.01,27-3031,NA
52.0201,15-1244,561311
26.0101,25-1099,611310
3.0104,15-1299,NA
1.1001,51-1011,424480
14.0401,43-6014,NA
52.1401,15-1299,541511
9.0903,15-1256,NA
NA,13-1071,NA
4.0201,49-9071,926120
52.0101,21-Nov,NA
45.0601,13-1161,NA
26.1501,99-9999,611310
NA,15-1211,541511
54.0101,35-1012,NA
9.0401,27-3031,NA
50.0702,13-1121,NA
NA,11-1011,NA
45.1001,41-3091,NA
3.0104,13-1041,NA
52.0201,27-3031,541810
52.0301,Nov-51,NA
9.0903,43-6014,541410
26.0502,19-1022,923120
NA,15-1299,541370
45.0601,43-4051,921190
19.0701,39-7018,NA
27.0101,43-3031,446120
52.1401,13-1111,NA
4.0601,17-1012,541320
51.3801,29-1141,622110
23.0101,43-6014,NA
52.0201,13-1198,541490
40.0601,13-1151,NA
NA,22-Nov,518210
51.3801,29-1141,622110
NA,31-1131,NA
45.1001,43-6014,NA
50.0401,43-6013,622110
30,37-3011,NA
9.01,25-1099,813410
5.0108,35-3031,541618
27.0101,11-1011,NA
9.0102,27-3031,541613
45.0201,25-3097,NA
14.0901,15-1256,611710
52.2001,Nov-32,236220
52.1401,11-1011,611420
42.0101,29-1141,621498
38.0201,27-3031,NA
11.0701,15-1257,NA
45.0601,13-2031,NA
50.0702,43-4051,NA
NA,41-3091,541618
14.0101,15-1257,541990
14.1001,99-9999,561499
45.1101,Nov-98,NA
27.0101,17-3026,926120
NA,25-1099,NA
42.0101,29-2057,NA
45.0601,99-9999,541519
4.0601,43-1011,NA
42.0101,19-4061,611310
27.0501,13-2052,523930
52.0201,21-Nov,NA
19.0701,33-3021,NA
52.1101,13-1198,NA
13.1326,27-3031,NA
19.0504,43-4171,622110
13.0101,33-3021,NA
30.2001,13-1071,541512
24.0103,99-9999,541199
NA,27-3031,622110
50.0703,43-6014,611310
45.1001,99-9999,NA
52.0201,43-1011,NA
9.0903,21-1093,611310
42.0101,33-3021,NA
42.0101,43-1011,NA
11.0701,15-1232,NA
24.0101,43-4051,NA
23.0101,25-2031,NA
40.0501,19-2031,611310
9.0701,99-9999,541511
9.0701,25-3097,611310
26.0101,21-1023,NA
NA,27-4032,NA
50.0501,43-4051,424420
52.0801,53-5011,114111
23.1302,43-1011,NA
45.1001,43-6014,NA
14.1901,15-1256,541512
11.0701,15-1256,511210
52.0801,13-2011,NA
52.1908,35-3031,722310
50.1001,35-3011,512131
45.0605,25-3011,NA
52.0201,13-1028,NA
11.0701,15-1256,NA
23.0101,31-9094,512110
51.3801,29-1141,NA
26.0101,19-4099,NA
27.0101,15-1244,541810
45.0601,15-1232,NA
9.01,41-1012,515210
26.0101,21-1093,531110
45.0201,15-1241,NA
50.0702,31-9011,NA
50.0605,27-1024,NA
52.0201,13-1198,NA
9.0903,13-1161,NA
45.1001,22-Nov,519190
14.1001,Nov-51,813110
14.0701,17-2199,423430
NA,19-4042,923120
26.0502,11-Nov,NA
23.0101,13-1161,541110
50.0901,11-1011,611110
26.0101,25-1099,611110
52.1401,43-4051,NA
50.0409,27-1024,711310
52.0804,21-Nov,722511
52.0101,43-6011,541191
45.0601,11-1021,445291
42.0101,29-2052,561110
14.1901,27-4031,NA
5.0126,Nov-41,NA
31.0501,31-2021,621340
14.1901,17-2141,334111
11.0701,15-1256,423430
NA,27-3091,813212
52.1201,49-3023,333914
9.0903,21-1093,424420
45.1101,43-4051,NA
52.0301,21-Nov,561720
52.1401,41-9022,NA
54.0101,25-2022,NA
50.0901,43-3031,611310
NA,39-9031,NA
NA,29-1141,NA
14.1001,17-2071,334510
52.0201,31-1128,623210
45.1001,15-1244,541511
14.0901,15-1257,921190
52.0201,43-6011,721110
52.0201,13-1198,NA
45.0201,11-1021,531320
26.0101,35-3031,NA
14.0901,15-1256,541512
50.0702,27-2012,NA
30,13-2053,NA
19.0701,21-1093,813940
14.1001,15-1256,541519
27.0101,13-2098,327910
NA,13-1161,446110
42.0101,Nov-31,NA
23.0101,15-1257,454110
50.0904,21-1093,611110
3.0103,19-1031,921190
26.021,19-1042,611310
23.1304,27-3041,NA
31.0501,31-2021,621340
5.0123,33-1012,928110
54.0101,13-1198,813319
NA,27-1024,NA
40.0601,15-1232,NA
11.0701,15-1256,541512
52.0803,11-1011,NA
50.0401,19-3051,624410
52.0201,99-9999,NA
9.0102,13-1071,541714
51.3801,29-1141,621111
51.3801,29-1141,622110
NA,99-9999,541310
50.0702,39-3012,424420
45.1001,99-9999,NA
51.2308,35-3031,NA
9.0102,22-Nov,NA
9.0701,27-1024,NA
14.0801,15-1299,NA
19.0504,39-9011,NA
9.01,29-1122,621111
38.0101,99-9999,493110
11.0701,15-1256,541519
15.0305,27-1024,611610
NA,25-9044,611310
9.01,41-4012,541618
45.0601,15-1232,NA
52.0701,99-9999,NA
52.0101,15-1232,611310
44.0701,99-9999,611310
NA,Nov-32,236220
14.0801,17-2051,926120
50.0401,17-3011,541410
14.1901,51-9061,926150
14.0901,15-1211,711320
19.0504,99-9999,611310
14.0201,15-1212,611310
26.0101,25-3031,NA
NA,13-1161,NA
23.1301,Nov-98,NA
23.0101,15-1232,NA
52.0201,13-1161,NA
52.1001,13-1071,541990
9.0903,27-3031,NA
50.0703,43-4111,NA
9.0903,21-Nov,NA
9.01,21-Nov,518210
43.0102,33-3021,NA
42.0101,13-1111,541211
9.0903,41-3091,NA
52.0101,41-9022,NA
31.0501,33-9032,541713
50.0702,13-1161,813410
42.0101,39-9041,NA
14.0501,13-1161,423450
25.0101,19-2041,541330
52.0201,43-3031,813920
9.0903,15-1232,541519
43.01,43-6012,541110
9.0903,43-6014,541511
52.0201,43-3031,517312
45.0201,33-3021,928110
26.0101,25-3097,611691
52.0301,13-2098,531210
45.1101,33-9021,624120
11.0701,15-1256,541512
14.0501,11-1021,NA
52.0201,Nov-98,722511
14.1001,17-2112,423430
45.1001,99-9999,611310
9.01,27-3031,NA
NA,21-1093,611310
42.0101,41-9022,531210
9.0102,27-4021,NA
42.0101,33-3021,NA
23.0101,25-1099,NA
NA,13-1198,NA
50.0702,39-2021,812910
52.0101,25-1099,NA
26.0202,41-4012,NA
50.0901,43-6014,NA
52.0201,41-4012,511210
31.0501,Nov-41,NA
24.0103,13-1041,NA
9.0903,43-6011,541890
4.0201,17-3011,541310
43.01,21-1093,453220
52.0701,39-3012,424420
50.0706,27-3043,NA
52.1401,19-5011,541618
14.0903,15-1256,NA
NA,19-4099,NA
NA,21-1093,NA
40.0801,99-9999,334413
52.0203,53-3033,424420
50.0407,17-2112,NA
52.0801,43-6011,531210
52.1101,43-4161,926120
45.0601,13-2098,551112
40.0801,15-1221,NA
42.0101,43-4081,722320
54.0101,25-2021,NA
52.1401,41-9012,NA
42.0101,35-3031,722511
51.3801,29-1141,NA
45.1201,13-1121,722515
52.1401,41-9011,NA
51.3801,39-9011,813110
NA,Nov-41,NA
23.0101,27-3031,921190
45.0401,21-Nov,NA
38.0101,25-3097,611310
9.0102,27-4011,NA
52.0101,33-3021,443142
45.1201,43-5061,922110
40.0601,13-1111,NA
23.0101,25-9045,NA
14.0801,17-3022,926120
45.1101,43-1011,NA
23.0101,13-1198,541519
9.0902,27-3031,541820
50.0401,15-1299,541810
24.0102,47-5013,NA
52.1401,21-Nov,NA
14.0101,51-1011,423430
50.0401,27-1024,NA
45.1001,13-1111,561990
9.0102,41-3091,NA
14.0901,15-1256,541519
9.01,27-1024,541430
26.0101,13-1198,611699
50.0904,41-9022,NA
50.0601,53-7062,NA
NA,21-1023,NA
42.0101,43-6013,621111
43.01,43-4031,562111
NA,11-1011,531210
52.0201,13-1121,713940
50.0506,53-7065,NA
45.1001,21-Nov,NA
9.01,21-Nov,928110
52.0903,13-1198,532289
44.0701,43-1011,551111
44.0401,99-9999,NA
14.0801,17-3026,926120
52.0201,43-1011,492110
3.0104,17-3025,NA
9.0903,21-Nov,448310
54.0101,39-9011,NA
44.0701,99-9999,NA
11.0701,15-1232,NA
31.0301,39-9032,NA
52.0201,41-3091,515210
50.0601,Nov-41,531110
43.01,21-1021,NA
9.0903,27-1024,541519
9.01,27-3031,711310
23.0101,15-1256,611310
11.0701,15-1256,488490
14.0801,17-2051,926120
19.0701,43-6014,NA
52.1401,35-1012,722511
11.0101,41-2022,NA
9.01,27-4032,NA
31.0501,31-9092,NA
11.0701,15-1256,541519
52.1401,Nov-98,722511
14.1901,49-9071,NA
9.01,27-2023,921190
14.1901,17-2011,NA
52.0203,11-1011,NA
52.0301,13-2011,512131
14.1901,11-1021,811490
42.0101,39-9011,624410
52.1401,13-1071,541910
NA,13-1071,611310
45.1001,43-6011,NA
26.0101,29-2081,621320
11.0701,Nov-51,722511
42.0101,13-1028,NA
14.0801,27-1029,541310
NA,41-3091,335129
9.0102,41-3091,522320
14.1901,27-4021,611310
52.0201,15-1232,NA
45.1101,13-1121,NA
26.0101,31-9092,NA
30,15-1256,424420
45.1001,15-1232,541320
42.0101,29-1141,624221
45.1001,11-1011,551112
52.0201,43-4051,541511
NA,13-1111,NA
52.0101,29-2018,621999
11.0101,15-1232,NA
54.0101,25-2031,611110
52.1401,11-1011,NA
9.0903,99-9999,611310
9.0102,13-1198,NA
50.0703,41-1011,448310
45.0601,41-3031,524210
50.0916,Nov-98,NA
50.0601,25-1099,NA
30.3301,Nov-31,813910
NA,25-9044,611310
9.0701,11-Nov,NA
9.0903,27-4021,NA
14.1001,17-2112,541512
52.0201,43-4161,622110
11.0701,41-2011,611210
40.0603,41-3091,NA
NA,27-1029,NA
50.0605,41-9099,NA
50.0901,11-1021,NA
45.0901,27-3042,NA
NA,13-1071,NA
NA,43-4051,NA
52.0301,37-2012,721110
52.0301,13-2011,921130
9.0102,21-1021,NA
30.3301,23-2011,541110
42.0101,11-Nov,621111
9.01,27-2011,711410
16.0901,35-3011,NA
19.0504,21-2011,813110
26.1301,21-1019,NA
19.0706,21-1021,NA
NA,25-3097,624410
52.0801,13-2098,NA
NA,13-1041,NA
52.1401,13-1198,448310
14.2501,17-2051,NA
9.0903,41-9011,NA
NA,43-4051,NA
26.0101,31-1128,623210
43.01,99-9999,713940
9.0903,27-3042,541810
52.0201,13-2098,454310
31.0501,39-9031,NA
10.0202,43-6014,611710
50.0702,27-3031,722515
5.0108,99-9999,611110
45.0401,43-3031,519130
11.0701,99-9999,611310
14.0901,17-2072,334413
11.0701,13-2098,621399
51.3801,21-1093,622110
45.0901,25-3097,NA
45.0601,13-1198,NA
11.0701,25-1099,611310
NA,25-2059,624120
NA,35-3011,722410
52.0201,41-3091,488510
26.0202,19-4099,339112
NA,25-2021,611310
51.2308,39-9031,NA
14.0903,11-1021,NA
NA,11-1021,812990
43.01,13-2061,NA
9.0902,13-1161,541612
45.0601,37-2012,NA
31.0501,27-2022,NA
52.0201,Nov-61,NA
NA,43-6014,561311
9.01,13-1161,541512
50.0401,27-1025,812990
52.0201,19-2041,NA
NA,51-1011,722511
13.0101,25-2021,611310
11.0701,15-1256,541511
14.1001,15-1256,334413
52.0201,13-1198,NA
9.01,11-Nov,327110
26.021,19-1042,339112
52.1902,11-1021,448310
14.0701,Nov-41,423430
52.1401,25-2032,611110
52.0201,41-9022,531210
42.0101,13-1041,NA
52.0301,99-9999,531390
9.0102,27-4021,NA
45.0601,15-1299,522291
25.0101,13-1041,921190
52.0213,21-Nov,531210
11.0701,17-2072,518210
NA,13-1031,NA
NA,29-1126,622210
4.0201,43-1011,524126
42.0101,43-4051,111150
9.01,27-4032,813110
52.0301,41-9099,NA
45.1001,99-9999,NA
42.0101,13-1198,NA
42.0101,21-Nov,813110
NA,15-1257,541512
50.0702,15-1251,NA
NA,43-4051,NA
50.0702,41-4012,812990
52.0801,47-1011,541990
42.0101,99-9999,NA
11.0701,19-1021,NA
26.0101,99-9999,611310
9.01,31-1128,813110
NA,21-1093,541611
NA,21-1093,921190
42.0101,39-9011,NA
52.1401,11-1011,NA
50.0702,33-9092,921190
NA,15-1257,NA
9.01,27-3031,NA
50.0401,15-1257,NA
52.0101,43-4051,561710
14.1901,15-1256,541990
NA,Nov-31,NA
54.0101,23-2011,541512
23.0101,27-3041,511210
42.0101,15-1232,541511
42.0101,25-9045,611310
45.1101,33-3021,NA
52.0301,13-2011,926120
9.0903,Nov-98,NA
24.0102,33-9032,NA
45.0401,27-3031,NA
52.0301,41-2031,NA
50.0605,27-4021,NA
54.0101,11-1011,NA
27.0101,13-1198,238210
52.0201,41-3091,NA
11.0701,15-1257,541430
50.0605,27-4021,NA
9.0902,15-1232,441120
9.01,21-Nov,NA
14.0901,21-Nov,541512
50.0601,39-6011,NA
45.0601,15-2098,NA
9.0701,27-4031,NA
9.01,21-Nov,NA
11.0701,99-9999,541990
NA,43-5032,488510
26.1501,99-9999,NA
40.0101,13-1111,NA
3.0104,99-9999,611310
13.0101,25-2021,611110
40.0601,43-6014,NA
52.1902,13-1028,541410
19.0701,25-1099,NA
9.0102,43-1011,NA
50.0706,Nov-31,NA
27.0101,17-2141,335313
51.3801,35-3031,NA
52.0201,27-3031,NA
40.0601,17-3027,611310
52.0201,Nov-31,NA
9.01,27-1029,NA
25.0101,15-1299,221210
42.2806,Nov-98,NA
5.0201,11-1021,NA
26.0101,19-4099,924120
9.0401,35-3011,453310
45.1101,43-6014,NA
52.0101,13-1161,541511
NA,13-1111,611310
9.0903,41-1012,NA
26.0101,23-2011,541110
11.0701,15-1256,NA
42.0101,43-3031,522110
9.0701,43-4121,NA
9.01,27-3031,922120
42.0101,43-4051,NA
42.0101,33-9021,NA
51.3801,11-1011,NA
9.0102,41-3091,541511
NA,33-3051,921190
52.1001,21-Nov,NA
27.0101,43-9061,611310
9.0102,27-4011,813110
50.0901,25-2031,NA
45.1101,Nov-98,624110
52.0201,41-1012,443142
45.1101,22-Nov,NA
45.0901,23-1011,541110
NA,15-1212,541690
9.0402,27-2012,NA
45.0601,21-Nov,541715
52.0201,35-3031,722310
52.0201,15-1232,NA
42.0101,13-1198,NA
52.0203,Nov-71,NA
51.2201,29-1141,923120
54.0101,25-3097,611110
14.0101,Nov-51,531110
14.1901,15-1256,NA
NA,17-2141,NA
43.0102,21-1015,NA
9.0903,99-9999,813910
26.0101,Nov-31,512110
52.0301,13-2011,339112
50.0702,43-6014,813920
52.0101,13-1161,453220
50.0703,27-1013,611610
11.0701,11-1011,NA
42.0101,39-9032,NA
NA,99-9999,NA
9.0701,27-2012,NA
50.0702,99-9999,NA
NA,15-1299,518210
51.3801,29-1141,NA
40.0603,43-5032,211120
43.01,13-1041,NA
50.0703,11-1011,NA
9.0102,13-1198,NA
52.0801,13-2098,541618
50.0301,11-1021,NA
19.0701,19-4099,611310
45.0601,13-1071,NA
9.0902,11-1011,NA
52.1304,15-2031,NA
9.01,27-4021,541921
52.1401,21-Nov,531110
40.0501,21-1012,611310
52.0201,41-1012,NA
NA,29-9091,NA
9.0102,25-9044,611310
52.0201,13-1161,541810
23.0101,43-4051,NA
52.0101,35-3023,NA
52.1001,13-1071,NA
9.01,27-1024,424820
52.0201,43-4051,561621
52.1401,13-1121,452311
52.1401,21-Nov,453220
